
========================================
🚗 MARCA: Alfa Romeo (9 variante de model listate)
========================================
  - Giulia  (21 anunturi)
  - Fortwo Servo Directie  (1 anunturi)
  - Tel  (1 anunturi)

========================================
🚗 MARCA: Ssangyong (8 variante de model listate)
========================================
  - Korando  (33 anunturi)
  - Korando 15Tgdi  (1 anunturi)
  - Musso  (1 anunturi)
  - Rexton Din  (1 anunturi)
  - Tivoli  (38 anunturi)
  - Tivoli Grand  (6 anunturi)
  - Xlv  (3 anunturi)
  - Xlv Grand Tivoli  (1 anunturi)

========================================
🚗 MARCA: Subaru (16 variante de model listate)
========================================
  - Forester  (15 anunturi)
  - Forester 20D  (1 anunturi)
  - Forester 20D Lineartronic  (2 anunturi)
  - Forester 20I Cvt Es  (1 anunturi)
  - Forester Xt  (1 anunturi)
  - Impreza  (3 anunturi)
  - Impreza 16I 5D Symetrical Lineartr Trend  (1 anunturi)
  - Impreza 20I  (2 anunturi)
  - Legacy Outback  (1 anunturi)
  - Outback  (6 anunturi)
  - Outback 20D Lineartronic  (2 anunturi)
  - Wrx  (5 anunturi)
  - Xv  (6 anunturi)
  - Xv 16I Cvt Premium  (1 anunturi)
  - Xv 20I Cvt Sport  (1 anunturi)
  - Xv Cu Niciodata Avariata  (1 anunturi)

========================================
🚗 MARCA: Suzuki (34 variante de model listate)
========================================
  - Baleno  (3 anunturi)
  - Celerio  (11 anunturi)
  - Grand Vitara  (7 anunturi)
  - Ignis  (42 anunturi)
  - Jimny  (9 anunturi)
  - Kizashi  (1 anunturi)
  - S Cross  (3 anunturi)
  - S-Cross  (30 anunturi)
  - S-Cross Strong  (1 anunturi)
  - S-Cross Sx4 Luxus Car No  (1 anunturi)
  - Swace  (14 anunturi)
  - Swace Passion  (1 anunturi)
  - Swift  (166 anunturi)
  - Swift M  (3 anunturi)
  - Swift Mild  (2 anunturi)
  - Sx S-Cross  (1 anunturi)
  - Sx4  (98 anunturi)
  - Sx4 Cool  (1 anunturi)
  - Sx4 Luxus At Allfrip  (1 anunturi)
  - Sx4 Passion 14Ti  (2 anunturi)
  - Sx4 S Cross  (3 anunturi)
  - Sx4 S Cross All Grip  (1 anunturi)
  - Sx4 S-Cross  (25 anunturi)
  - Sx4 S-Cross Cool  (1 anunturi)
  - Sx4 Scross  (2 anunturi)
  - Sx4-S-Cross  (2 anunturi)
  - Vitara  (230 anunturi)
  - Vitara 2  (1 anunturi)
  - Vitara Cool  (2 anunturi)
  - Vitara Ly  (2 anunturi)
  - Vitara Ly 16  (1 anunturi)
  - Vitara Passion 5Mt  (1 anunturi)
  - Vitara S  (2 anunturi)
  - Vitara S All Grip  (1 anunturi)

========================================
🚗 MARCA: Tesla (23 variante de model listate)
========================================
  - 3  (79 anunturi)
  - 3 Allradantrieb Dual Performance  (1 anunturi)
  - 3 Dual Long Range  (1 anunturi)
  - 3 Langstreckenbatterie Allradantrieb Dual  (4 anunturi)
  - 3 Langstreckenbatterie Allradantrieb Dual Performance  (1 anunturi)
  - 3 Langstreckenbatterie Rwd  (1 anunturi)
  - 3 Lfp 12  (1 anunturi)
  - 3 Long Range  (3 anunturi)
  - 3 Long Range Fsd 3  (1 anunturi)
  - 3 Performance  (1 anunturi)
  - 3 Sr  (2 anunturi)
  - 3 Sr 12  (1 anunturi)
  - 3 Standard  (1 anunturi)
  - 3 Standard Plus Rear Wheel Drive Rwd  (1 anunturi)
  - 3 Standard Plus Rwd Tractiune Spate  (1 anunturi)
  - 3 Standard Range Plus  (10 anunturi)
  - 3 Standard Reichweite Plus Hinterradantrieb  (3 anunturi)
  - S  (8 anunturi)
  - S 85  (1 anunturi)
  - S Long Range  (1 anunturi)
  - S P85 Free Charge  (1 anunturi)
  - S85 Cu Incarcare Gratis  (1 anunturi)
  - Y  (3 anunturi)

========================================
🚗 MARCA: Toyota (98 variante de model listate)
========================================
  - Auris  (147 anunturi)
  - Auris -Iii  (1 anunturi)
  - Auris 133  (1 anunturi)
  - Auris E6  (1 anunturi)
  - Auris Executive  (1 anunturi)
  - Auris Prius Corola Varianta Premium Lexus Ct200  (1 anunturi)
  - Auris Sports  (3 anunturi)
  - Auris Terra  (1 anunturi)
  - Auris Ver-1-8-L-Vvt--I-Hsd-Sol-Plus  (1 anunturi)
  - Auris Ver-1-8-Vvt--I-Automatik--Selection  (1 anunturi)
  - Auris-Sol  (1 anunturi)
  - Avensis  (36 anunturi)
  - Avensis -Iii  (1 anunturi)
  - Avensis Sports  (1 anunturi)
  - Avensys  (1 anunturi)
  - Aygo  (84 anunturi)
  - Aygo Connect  (1 anunturi)
  - Aygo Ii  (1 anunturi)
  - Aygo Play  (1 anunturi)
  - Aygo X  (80 anunturi)
  - Aygo X 10I  (1 anunturi)
  - Aygo X 10L Cvt  (1 anunturi)
  - Aygo X 10L Mt Dynamic  (1 anunturi)
  - Aygo X Pulse  (1 anunturi)
  - Aygo X Reali In  (1 anunturi)
  - Aygo X X-Shift X-Clusiv  (1 anunturi)
  - C-Hr  (283 anunturi)
  - C-Hr 51522  (1 anunturi)
  - C-Hr Club  (3 anunturi)
  - C-Hr Hsd  (1 anunturi)
  - C-Hr Selection  (3 anunturi)
  - C-Hr Team  (1 anunturi)
  - C-Hr Ver  (1 anunturi)
  - Camry  (16 anunturi)
  - Camry -Viii  (3 anunturi)
  - Carolla  (1 anunturi)
  - Ch-R  (3 anunturi)
  - Chr  (4 anunturi)
  - Chr Cu  (1 anunturi)
  - Corola 15 L 14  (1 anunturi)
  - Corola Verso  (1 anunturi)
  - Corolla  (531 anunturi)
  - Corolla -Xi  (1 anunturi)
  - Corolla -Xii  (6 anunturi)
  - Corolla 1 8  (2 anunturi)
  - Corolla 133 Dual Vvt-I Luna  (1 anunturi)
  - Corolla 133 Dual-Vvt-I Cool  (1 anunturi)
  - Corolla 18  (1 anunturi)
  - Corolla 20  (1 anunturi)
  - Corolla Cu Pilot 2 Revizii Gratis  (2 anunturi)
  - Corolla Distronic Incalzire Lane Assist Led Finantare  (1 anunturi)
  - Corolla Dynamic  (1 anunturi)
  - Corolla Dynamic E-Cvt 18I  (1 anunturi)
  - Corolla Eco  (4 anunturi)
  - Corolla Hsd E-Cvt 18I  (1 anunturi)
  - Corolla Incalzire Car Play Bord Digital - Garant  (1 anunturi)
  - Corolla Luna  (5 anunturi)
  - Corolla Plus  (3 anunturi)
  - Corolla Sport Trek  (1 anunturi)
  - Corolla Terra  (1 anunturi)
  - Corolla Ver-1-5-Dual-Vvt--Iw-Cvt  (1 anunturi)
  - Corolla Ver-1-8-Hsd  (2 anunturi)
  - Highlander  (3 anunturi)
  - Hilux  (4 anunturi)
  - Hilux 24D  (1 anunturi)
  - Prius  (32 anunturi)
  - Prius 3  (1 anunturi)
  - Prius Executive  (1 anunturi)
  - Prius Plug In  (1 anunturi)
  - Prius Plus  (2 anunturi)
  - Prius Plus 7 Locuri  (2 anunturi)
  - Prius Prime Phv  (1 anunturi)
  - Proace  (31 anunturi)
  - Proace 16-L-D-4D  (1 anunturi)
  - Proace 16-L-D-4D L1  (1 anunturi)
  - Proace 20-L-D-4D L1  (2 anunturi)
  - Proace 20-L-D-4D L2  (1 anunturi)
  - Proace 20-L-D-4D L2 Select  (1 anunturi)
  - Rav 4  (1 anunturi)
  - Rav 4 Executiv 25I Hybrid155Cp  (1 anunturi)
  - Rav 4 Prima Inmatriculare 1101  (1 anunturi)
  - Rav-4  (26 anunturi)
  - Rav-4 -Iv  (1 anunturi)
  - Rav-4 Din  (1 anunturi)
  - Rav4  (44 anunturi)
  - Rav4 - 4X2 Scaune Incalziteventilate  (1 anunturi)
  - Rav4 2 L  (1 anunturi)
  - Rav4 22L D-Cat At Executive  (1 anunturi)
  - Rav4 Executive  (2 anunturi)
  - Verso  (2 anunturi)
  - Yaris  (260 anunturi)
  - Yaris 1 5 Vvt-I  (3 anunturi)
  - Yaris 10Vvt-I  (1 anunturi)
  - Yaris 10Vvt-I Terra 99000Km Unicul  (1 anunturi)
  - Yaris Cross  (19 anunturi)
  - Yaris Hyrid  (1 anunturi)
  - Yaris Multidrive S  (1 anunturi)
  - Yaris Ver-1-5-Vvt--I-Selection  (1 anunturi)

========================================
🚗 MARCA: Volkswagen (202 variante de model listate)
========================================
  - 81  (1 anunturi)
  - Amarok  (12 anunturi)
  - Amarok 4M  (1 anunturi)
  - Amarok Canyon  (2 anunturi)
  - Arteon  (87 anunturi)
  - Beetle  (11 anunturi)
  - Caddy  (153 anunturi)
  - Caddy 20Tdi  (1 anunturi)
  - Caddy Cargo  (1 anunturi)
  - Caddy Decembrie  (1 anunturi)
  - Caddy Family  (1 anunturi)
  - Caddy Maxi  (13 anunturi)
  - Caddy Standard  (4 anunturi)
  - Caravelle  (9 anunturi)
  - Caravelle Din  (1 anunturi)
  - Caravelle T6 20Tdi  (1 anunturi)
  - Cc  (18 anunturi)
  - Crafter  (21 anunturi)
  - Crafter Dt Ha  (1 anunturi)
  - Crafter Plus Va Plus Ecoprofi  (1 anunturi)
  - Crafter Va  (1 anunturi)
  - E -Up  (1 anunturi)
  - E-Golf  (12 anunturi)
  - E-Up  (5 anunturi)
  - E-Upeup  (1 anunturi)
  - Eos  (2 anunturi)
  - Golf  (924 anunturi)
  - Golf -Vii  (2 anunturi)
  - Golf -Viii  (3 anunturi)
  - Golf 10I  (1 anunturi)
  - Golf 16Tdi  (1 anunturi)
  - Golf 20Tdi  (1 anunturi)
  - Golf 4  (1 anunturi)
  - Golf 6 14Tsi  (1 anunturi)
  - Golf 6 14Tsi Navitouch Senzoriparcare Clima Cameramarsarier  (1 anunturi)
  - Golf 6 14Tsi Senzoriparcare Clima Cameram Euro5  (1 anunturi)
  - Golf 6 14Tsi Senzoriparcare Clima Cameramarsar  (1 anunturi)
  - Golf 7  (35 anunturi)
  - Golf 7 20Tdi  (1 anunturi)
  - Golf 7 62800  (1 anunturi)
  - Golf 7 Blue Motion  (1 anunturi)
  - Golf 7 Distronic  (1 anunturi)
  - Golf 7 Fl -03  (1 anunturi)
  - Golf 7 Iqdrive  (1 anunturi)
  - Golf 7 Performance  (1 anunturi)
  - Golf 7 Sportsvan  (1 anunturi)
  - Golf 8  (7 anunturi)
  - Golf 8 20  (1 anunturi)
  - Golf 8 Etsi  (1 anunturi)
  - Golf 8 Mild  (1 anunturi)
  - Golf 8 Servicevirtual  (1 anunturi)
  - Golf Bluemotion Technology  (4 anunturi)
  - Golf E-Golf  (1 anunturi)
  - Golf Golf 7 Cup  (1 anunturi)
  - Golf Led - Camera  (1 anunturi)
  - Golf Performance Bluemotion Technology  (1 anunturi)
  - Golf Plus  (1 anunturi)
  - Golf R  (1 anunturi)
  - Golf R Bluemotion Technology  (1 anunturi)
  - Golf Sportsvan  (16 anunturi)
  - Golf Standard  (1 anunturi)
  - Golf Ver-1-0  (1 anunturi)
  - Golf Vi  (1 anunturi)
  - Golf Vii  (172 anunturi)
  - Golf Vii 7  (1 anunturi)
  - Golf Vii Allstar  (2 anunturi)
  - Golf Vii Cup  (4 anunturi)
  - Golf Vii Join  (4 anunturi)
  - Golf Vii Sound  (1 anunturi)
  - Golf Vii United  (1 anunturi)
  - Golf Viii  (54 anunturi)
  - Golf Viii 8 20Tdi  (1 anunturi)
  - Golf Viii Join  (1 anunturi)
  - Id 3  (1 anunturi)
  - Id3  (20 anunturi)
  - Id3 58 Kwh Pro Performance  (13 anunturi)
  - Id3 Performance Upgrade Pro  (1 anunturi)
  - Id3 Performance Upgrade Pro 1St  (1 anunturi)
  - Id3 Performance Upgrade Pro 1St Max  (1 anunturi)
  - Id3 Performance Upgrade Pro 1St Plus  (1 anunturi)
  - Id3 Pro  (9 anunturi)
  - Id3 Pro Performance  (5 anunturi)
  - Id4  (18 anunturi)
  - Id4 52 Kwh Pure  (1 anunturi)
  - Id4 Performance Upgrade Pro  (1 anunturi)
  - Id4 Performance Upgrade Pro Max  (1 anunturi)
  - Id4 Pro Performance  (1 anunturi)
  - Jetta  (79 anunturi)
  - Jetta 14  (1 anunturi)
  - Jetta Bine Intretinuta  (1 anunturi)
  - Jetta Lifestyle  (1 anunturi)
  - Jetta Ver-2-0  (1 anunturi)
  - Martie  (1 anunturi)
  - Multivan  (4 anunturi)
  - Pasaat B8  (1 anunturi)
  - Pasat B8  (1 anunturi)
  - Pasat Cc  (1 anunturi)
  - Passat  (1238 anunturi)
  - Passat -B8  (8 anunturi)
  - Passat 15Tsi  (1 anunturi)
  - Passat 2  (1 anunturi)
  - Passat 20Tdi  (2 anunturi)
  - Passat 2L  (1 anunturi)
  - Passat Advance  (8 anunturi)
  - Passat B 8  (1 anunturi)
  - Passat B7  (2 anunturi)
  - Passat B7 20Tdi Led  (1 anunturi)
  - Passat B7 Euro 5  (1 anunturi)
  - Passat B8  (36 anunturi)
  - Passat B8 16Tdi  (1 anunturi)
  - Passat B8 16Tdi Acc Confort Bussines Led Matrixlane Assist Brake Assist  (1 anunturi)
  - Passat B8 20Dci  (1 anunturi)
  - Passat B8 20Tdi  (1 anunturi)
  - Passat B8 Bitdi Dcc  (1 anunturi)
  - Passat B85  (2 anunturi)
  - Passat Bluemotion 2  (1 anunturi)
  - Passat Cc  (24 anunturi)
  - Passat Cc 20Tdi Auto  (1 anunturi)
  - Passat Cc Vw Cc  (1 anunturi)
  - Passat Comforline  (1 anunturi)
  - Passat Comfortlinedsg  (1 anunturi)
  - Passat Executive  (8 anunturi)
  - Passat Masina Rara  (1 anunturi)
  - Passat Matrix  (1 anunturi)
  - Passat R  (1 anunturi)
  - Passat Standard  (1 anunturi)
  - Passat- -B8  (2 anunturi)
  - Passatb8  (1 anunturi)
  - Phaeton  (9 anunturi)
  - Polo  (666 anunturi)
  - Polo -Vi  (2 anunturi)
  - Polo 14Tdi  (1 anunturi)
  - Polo 6 Super Ocazie  (1 anunturi)
  - Polo Achizitionat De Din  (1 anunturi)
  - Polo Confortline  (1 anunturi)
  - Polo Volkswagen Polo  (1 anunturi)
  - Scirocco  (1 anunturi)
  - Scirocco Match Version 14Tsi  (1 anunturi)
  - Sharan  (54 anunturi)
  - Sharan 20Tdi  (1 anunturi)
  - Super 17  (1 anunturi)
  - T Roc  (1 anunturi)
  - T-Coss  (1 anunturi)
  - T-Cross  (135 anunturi)
  - T-Cross Goal  (1 anunturi)
  - T-Cross Move  (1 anunturi)
  - T-Roc  (182 anunturi)
  - T-Roc 15Tsi Euro 6 Reali  (1 anunturi)
  - T-Roc Direct Nu Accept  (1 anunturi)
  - T-Roc Senzori Incalzire Lane Assist Acc  (1 anunturi)
  - T-Roc Sport  (2 anunturi)
  - T5  (2 anunturi)
  - T6  (5 anunturi)
  - T61  (1 anunturi)
  - Taigo  (228 anunturi)
  - Taigo Advance  (1 anunturi)
  - Taigo Led Matrix  (1 anunturi)
  - Tiguan  (578 anunturi)
  - Tiguan -Ii  (3 anunturi)
  - Tiguan 125000  (2 anunturi)
  - Tiguan 20  (1 anunturi)
  - Tiguan 20Tsi  (1 anunturi)
  - Tiguan Allspace  (6 anunturi)
  - Tiguan Cup  (2 anunturi)
  - Tiguan Freestyle  (1 anunturi)
  - Tiguan Ii  (1 anunturi)
  - Tiguan Join  (2 anunturi)
  - Tiguan Sport  (5 anunturi)
  - Toaureg Decembrie2014  (1 anunturi)
  - Touareg  (72 anunturi)
  - Touareg -Ii  (1 anunturi)
  - Touareg Executive  (1 anunturi)
  - Touareg Rline  (1 anunturi)
  - Touareg Terrain Tech  (1 anunturi)
  - Touareg V6  (3 anunturi)
  - Touran  (98 anunturi)
  - Touran Cross  (1 anunturi)
  - Touran Cup  (1 anunturi)
  - Touran Ver-1-6  (1 anunturi)
  - Transporter  (44 anunturi)
  - Transporter -T6  (1 anunturi)
  - Transporter Doka Lang  (1 anunturi)
  - Transporter Kurz Eu6 Plus  (2 anunturi)
  - Transporter Multivan  (1 anunturi)
  - Transporter Multivan T61  (1 anunturi)
  - Transporter Standard  (1 anunturi)
  - Transporter T  (1 anunturi)
  - Transporter T6  (4 anunturi)
  - Transporter T6 Kurz Eu5 Plus  (1 anunturi)
  - Transporter T6 L2H1 Lung  (1 anunturi)
  - Transporter T61 Kurz Plus  (1 anunturi)
  - Transporter T61 Lang  (1 anunturi)
  - Up  (67 anunturi)
  - Up 102018  (1 anunturi)
  - Up 10I  (1 anunturi)
  - Up 323 Kwh  (3 anunturi)
  - Up Bluemotion Technology Club  (1 anunturi)
  - Up E-Up 323 Kwh  (1 anunturi)
  - Up Move  (2 anunturi)
  - Up Take Up  (1 anunturi)
  - Virtual Cockpit Aid 3G0  (1 anunturi)
  - Vw Up Panoramic Climatronic Editie Speciala  (1 anunturi)

========================================
🚗 MARCA: Volvo (123 variante de model listate)
========================================
  - S 90  (1 anunturi)
  - S60  (34 anunturi)
  - S60 -Iii  (1 anunturi)
  - S60 D2  (1 anunturi)
  - S60 D2 Start-Stop Eco  (1 anunturi)
  - S60 D3  (1 anunturi)
  - S60 D3 Start-Stop  (1 anunturi)
  - S60 D4  (2 anunturi)
  - S60 T4  (1 anunturi)
  - S60 T5  (2 anunturi)
  - S90  (18 anunturi)
  - S90 D3  (1 anunturi)
  - S90 D4  (1 anunturi)
  - S90 D5  (1 anunturi)
  - S90 Harman Kardon Preluare  (1 anunturi)
  - S90 T4  (1 anunturi)
  - S90 T6  (1 anunturi)
  - V 60D4 Perfecta De Carte Service Al Doilea  (1 anunturi)
  - V40  (134 anunturi)
  - V40 -Ii  (1 anunturi)
  - V40 20D D4  (1 anunturi)
  - V40 D2  (34 anunturi)
  - V40 D2 Basic  (4 anunturi)
  - V40 D2 Eco  (3 anunturi)
  - V40 D2 Ocean Race  (2 anunturi)
  - V40 D2 Plus  (1 anunturi)
  - V40 D2 R  (1 anunturi)
  - V40 D3  (17 anunturi)
  - V40 D3 Ocean Race  (1 anunturi)
  - V40 D3 Plus  (1 anunturi)
  - V40 D3 You  (1 anunturi)
  - V40 D4  (8 anunturi)
  - V40 D4 R  (1 anunturi)
  - V40 D4 Vea  (4 anunturi)
  - V40 D4 Vea Ocean Race  (1 anunturi)
  - V40 D4 You  (1 anunturi)
  - V40 Ocean Race  (4 anunturi)
  - V40 Standard  (2 anunturi)
  - V40 T2  (2 anunturi)
  - V40 T3  (2 anunturi)
  - V40 T4  (2 anunturi)
  - V40 T5 Vea  (1 anunturi)
  - V60  (90 anunturi)
  - V60 6800Euro  (1 anunturi)
  - V60 B3  (1 anunturi)
  - V60 B3 B  (1 anunturi)
  - V60 B3 B Dkg  (1 anunturi)
  - V60 B3 B Dkg Pro  (1 anunturi)
  - V60 B4  (3 anunturi)
  - V60 B4 D Pro  (2 anunturi)
  - V60 Core  (1 anunturi)
  - V60 D2  (4 anunturi)
  - V60 D2 Drive  (1 anunturi)
  - V60 D2 Start-Stop Ocean Race  (1 anunturi)
  - V60 D3  (8 anunturi)
  - V60 D3 Euro 6  (1 anunturi)
  - V60 D3 Ocean Race  (1 anunturi)
  - V60 D3 Pro  (1 anunturi)
  - V60 D4  (4 anunturi)
  - V60 D4 Pro  (1 anunturi)
  - V60 D5  (2 anunturi)
  - V60 D5 Linje  (1 anunturi)
  - V60 D6 Plug-In  (6 anunturi)
  - V60 D6 Twin Engine  (1 anunturi)
  - V60 Incl  (1 anunturi)
  - V60 Ocean Race  (1 anunturi)
  - V60 Ocean Race D3 5 Pistoane E5  (1 anunturi)
  - V60 T5  (1 anunturi)
  - V60 T6  (1 anunturi)
  - V60 Vindem In  (1 anunturi)
  - V90  (10 anunturi)
  - V90 D3 Pro  (2 anunturi)
  - V90 D4  (3 anunturi)
  - V90 D4 Pro  (1 anunturi)
  - V90 D5  (4 anunturi)
  - V90 Pro  (1 anunturi)
  - Xc 40  (8 anunturi)
  - Xc 40 D3  (15 anunturi)
  - Xc 40 D3 Pro  (1 anunturi)
  - Xc 40 D4  (3 anunturi)
  - Xc 40 Lynkco 01 Plugin  (1 anunturi)
  - Xc 40 P8 Recharge  (1 anunturi)
  - Xc 40 Recharge T4 Twin Engine At7  (1 anunturi)
  - Xc 40 Recharge T5 Twin Engine At7  (1 anunturi)
  - Xc 40 T3 Pro  (1 anunturi)
  - Xc 40 T4 Recharge Dkg  (2 anunturi)
  - Xc 40 T5  (1 anunturi)
  - Xc 40 T5 Recharge Dkg  (2 anunturi)
  - Xc 40 T5 Twin Engine Dkg Pro  (1 anunturi)
  - Xc 60  (23 anunturi)
  - Xc 60 B4 D Pro  (1 anunturi)
  - Xc 60 D3  (4 anunturi)
  - Xc 60 D3 Ocean Race  (2 anunturi)
  - Xc 60 D3 Start-Stop  (1 anunturi)
  - Xc 60 D4  (32 anunturi)
  - Xc 60 D4 Linje  (1 anunturi)
  - Xc 60 D4 Ocean Race  (3 anunturi)
  - Xc 60 D4 Vea Start-Stop  (7 anunturi)
  - Xc 60 D4Awd  (3 anunturi)
  - Xc 60 D5  (6 anunturi)
  - Xc 60 D5 Linje  (1 anunturi)
  - Xc 60 D5Awd  (1 anunturi)
  - Xc 70  (1 anunturi)
  - Xc 90  (5 anunturi)
  - Xc 90 D5  (3 anunturi)
  - Xc 90 Recharge T8 Eawd  (1 anunturi)
  - Xc 90 Recharge T8 Ultimate Dark  (1 anunturi)
  - Xc 90 T8 Eawd Pro  (1 anunturi)
  - Xc-40  (1 anunturi)
  - Xc-60 -I  (1 anunturi)
  - Xc-60 -Ii  (1 anunturi)
  - Xc-90 -Ii  (1 anunturi)
  - Xc40  (66 anunturi)
  - Xc40 T2 15I  (1 anunturi)
  - Xc60  (137 anunturi)
  - Xc60 D3 Fwd  (1 anunturi)
  - Xc60 D4 Ocean Race  (1 anunturi)
  - Xc60 D4 Ocean Race 15000  (1 anunturi)
  - Xc60 Ocean Race  (5 anunturi)
  - Xc60 T5  (1 anunturi)
  - Xc70  (1 anunturi)
  - Xc90  (9 anunturi)
  - Xc90 T6 Annul  (1 anunturi)
